RCP_PARTS_DTLS,RCP_NM,RCP_WAY2,LOW_NA,HIGH_PRO,VEGAN,DIETS,new_train
돼지등심        소금        후춧가루         깻잎      당근       청피망       양파       치즈       밀가루      달걀       빵가루       튀김기름         튀김소스   마요네즈       두부       생크림      요구르트       설탕       머스터드        곁들임   어린잎     ,돼지고기말이튀김,튀기기,1,0,0,0,"['돼지등심', '후춧가루', '깻잎', '당근', '청피망', '양파', '치즈', '밀가루', '달걀', '빵가루', '튀김기름', '튀김소스', '마요네즈', '두부', '생크림', '요구르트', '설탕', '머스터드', '곁들임', '어린잎']"
다진 소고기       다진 마늘       소금       후춧가루         맛술       미니단호박        생크림      양송이       양파       당근       청피망      파프리카       베이컨       햄       올리브오일      모짜렐라치즈       파슬리가루      ,단호박피자,굽기,1,1,0,0,"['소고기', '마늘', '후춧가루', '맛술', '미니단호박', '생크림', '양송이', '양파', '당근', '청피망', '파프리카', '베이컨', '햄', '올리브오일', '모짜렐라치즈', '파슬리가루']"
   갈비        배       양파        양념   저염간장       월계수잎      통후추     올리고당       정종       설탕       매실액      대파 다진것       다진 마늘       참기름     통깨    ,L..A갈비구이,굽기,1,0,0,0,"['갈비', '배', '양파', '저염간장', '월계수잎', '통후추', '올리고당', '정종', '설탕', '매실액', '대파', '마늘', '참기름', '통깨']"
마늘       양파       양송이버섯       버터      스파게티       올리브오일      모짜렐라치즈        닭가슴살   닭살        소금        후춧가루        밀가루        소스   토마토       토마토소스       올리고당      굴소스      육수        우유      ,닭고기파스타,끓이기,1,1,0,0,"['마늘', '양파', '양송이버섯', '버터', '스파게티', '올리브오일', '모짜렐라치즈', '닭가슴살', '닭살', '후춧가루', '밀가루', '토마토', '토마토소스', '올리고당', '굴소스', '육수', '우유']"
소고기        돼지고기        토마토       양파       찹쌀가루       달걀  개   순두부       유자청       소금        후춧가루       ,동글동글도넛,굽기,1,1,0,0,"['소고기', '돼지고기', '토마토', '양파', '찹쌀가루', '달걀', '순두부', '유자청', '후춧가루']"
찹쌀       보리       율무       은행  알   팥       대추  알   호박    개   홍피망       청피망       양파       표고버섯  개   부추       마늘       달걀  개   전분       된장       로즈마리        생크림     ,된장크림소스 잡곡 오므라이스,끓이기,1,1,1,0,"['찹쌀', '보리', '율무', '은행', '팥', '대추', '호박', '홍피망', '청피망', '양파', '표고버섯', '부추', '마늘', '달걀', '전분', '된장', '로즈마리', '생크림']"
소고기 홍두깨살         부추       양파       두릅       대파       마늘       저염간장       후춧가루       ,두릅부추 소고기말이,끓이기,1,1,0,0,"['소고기', '홍두깨살', '부추', '양파', '두릅', '대파', '마늘', '저염간장', '후춧가루']"
두부        쌀        강황쌀        당근       애호박    개   숙주       고사리       호박잎  장   파인애플       올리고당       고추장       저염간장       소금      ,두부 비빔호박쌈,찌기,1,0,1,0,"['두부', '쌀', '강황쌀', '당근', '애호박', '숙주', '고사리', '호박잎', '파인애플', '올리고당', '고추장', '저염간장']"
곤약       두부        배    개   양파       파프리카       양배추       적양배추       토마토       저염간장       설탕       식초     ,두부곤약파스타,끓이기,1,0,1,0,"['곤약', '두부', '배', '양파', '파프리카', '양배추', '적양배추', '토마토', '저염간장', '설탕', '식초']"
스파게티        양파       베이컨       새송이버섯  개   브로콜리       홍고추  개   두유        견과류       치즈  장   올리브오일     ,두유 라이크 파스타,끓이기,1,0,0,0,"['스파게티', '양파', '베이컨', '새송이버섯', '브로콜리', '홍고추', '두유', '견과류', '치즈', '올리브오일']"
토마토        가지    개   애호박    개   홀토마토       양파       월계수잎  장   파슬리    ,라따뚜이,굽기,1,0,1,1,"['토마토', '가지', '애호박', '홀토마토', '양파', '월계수잎', '파슬리']"
새우  마리   양파       파프리카       베이컨       아스파라거스  개   라이스페이퍼  장   깻잎  장   땅콩       블루베리     ,라이스페이퍼 야채롤,기타,1,0,0,1,"['새우', '양파', '파프리카', '베이컨', '아스파라거스', '라이스페이퍼', '깻잎', '땅콩', '블루베리']"
브로콜리        우유        단호박    개   고구마  개   완두콩       식빵  쪽   밀가루       버터       생크림       오렌지    개 ,브로컬리 단호박스프와 완두콩퓨레,끓이기,1,0,1,1,"['브로콜리', '우유', '단호박', '고구마', '완두콩', '식빵', '밀가루', '버터', '생크림', '오렌지']"
두부        홍피망       황파프리카       적채       양파       깻잎  장   흑임자      밀가루       매실액       저염간장       설탕       소금      ,삼색샐러드와두부구이,기타,1,1,1,1,"['두부', '홍피망', '황파프리카', '적채', '양파', '깻잎', '흑임자', '밀가루', '매실액', '저염간장', '설탕']"
돼지고기 등갈비         새송이버섯  개   당근       대파       양파       저염간장       후춧가루         올리고당       마늘     ,새송이등갈비,끓이기,1,1,0,0,"['돼지고기', '등갈비', '새송이버섯', '당근', '대파', '양파', '저염간장', '후춧가루', '올리고당', '마늘']"
돼지고기 뼈갈비         쑥       찹쌀가루        당근       감자       숙주       청양고추  개   홍고추  개   소금      ,설렁탕쑥떡볶이,끓이기,1,0,0,0,"['돼지고기', '뼈갈비', '쑥', '찹쌀가루', '당근', '감자', '숙주', '청양고추', '홍고추']"
호박잎  장   적채       파프리카       양파       오이       소고기 안심         다시마       두부       고추장       설탕       식초       후춧가루      ,소안심 야채 호박잎쌈,굽기,1,1,0,1,"['호박잎', '적채', '파프리카', '양파', '오이', '소고기', '안심', '다시마', '두부', '고추장', '설탕', '식초', '후춧가루']"
양배추        돼지고기 등심        두부       시금치       달걀  개   마늘       소금        후춧가루       ,양배추 고기말이,찌기,1,1,0,1,"['양배추', '돼지고기', '등심', '두부', '시금치', '달걀', '마늘', '후춧가루']"
양배추        돼지고기        깻잎  장   사과    개   파프리카       당근       다시마       마늘       저염간장       후춧가루         가쓰오부시     ,양배추 쌈말이,찌기,1,1,0,1,"['양배추', '돼지고기', '깻잎', '사과', '파프리카', '당근', '다시마', '마늘', '저염간장', '후춧가루', '가쓰오부시']"
연어        레몬    개   발사믹소스       어린잎       후춧가루         올리브오일     ,연어샐러드,기타,1,1,1,0,"['연어', '레몬', '발사믹소스', '어린잎', '후춧가루', '올리브오일']"
오렌지    개   양파       소고기 등심         레몬    개   부추       양배추       견과류       소금        후춧가루       ,오렌지 드레싱 타다키 부추샐러드,기타,1,1,0,0,"['오렌지', '양파', '소고기', '등심', '레몬', '부추', '양배추', '견과류', '후춧가루']"
마감자전   감자      마      찹쌀가루      양파     현미유    간장양념장   간장     파     식초     통깨     ,마감자전,굽기,1,0,1,1,"['마감자전', '감자', '마', '찹쌀가루', '양파', '현미유', '간장양념장', '간장', '파', '식초', '통깨']"
토란      쇠고기 양지      배추      대파      다진 마늘        고춧가루       된장     물       참기름   ,배추토란국,끓이기,1,1,0,1,"['토란', '쇠고기', '양지', '배추', '대파', '마늘', '고춧가루', '된장', '참기름']"
갈치구이   갈치      현미유    고추장양념   고추장     양파     파     다진 마늘     간장     매실액     고춧가루     다진 생강       통깨       후춧가루     ,갈치고추장구이,굽기,1,1,1,1,"['갈치구이', '갈치', '현미유', '고추장양념', '고추장', '양파', '파', '마늘', '간장', '매실액', '고춧가루', '생강', '통깨', '후춧가루']"
단호박      우유      달걀노른자      꿀     ,단호박푸딩,끓이기,1,0,1,1,"['단호박', '우유', '달걀노른자', '꿀']"
고등어      콩기름     양파 껍질     양파     일식된장 미소     마요네즈     식초       맛술        생강즙        다시마 국물      ,고등어된장구이,굽기,1,1,1,1,"['고등어', '콩기름', '양파', '껍질', '양파', '일식된장', '미소', '마요네즈', '식초', '맛술', '생강즙', '다시마', '국물']"
낙지      브로콜리      방울토마토      밀가루     양파      마늘     올리브유     소금     ,낙지브로콜리볶음,볶기,1,1,1,1,"['낙지', '브로콜리', '방울토마토', '밀가루', '양파', '마늘', '올리브유']"
주꾸미      돌나물      오이      노랑파프리카     빨강파프리카     양파    고추장     식초     매실액     다진 파     다진 마늘       통깨     고춧가루   ,주꾸미돌나물무침,기타,1,1,1,1,"['주꾸미', '돌나물', '오이', '노랑파프리카', '빨강파프리카', '양파', '고추장', '식초', '매실액', '파', '마늘', '통깨', '고춧가루']"
돼지고기 등심      소금       후추        올리 브유       사과      양파      토마토      물      버터     올리브유       레몬즙     ,사과소스폭찹,굽기,1,1,0,1,"['돼지고기', '등심', '후추', '올리', '브유', '사과', '양파', '토마토', '버터', '올리브유', '레몬즙']"
건도토리묵     불린것       표고버섯     느타리버섯     들깨가루     국멸치     건다시마     파     다진 마늘       국간장     소금       물     ,건도토리묵버섯들깨국,끓이기,1,0,1,1,"['건도토리묵', '불린것', '표고버섯', '느타리버섯', '들깨가루', '국멸치', '건다시마', '파', '마늘', '국간장']"
무      새우 대하       파     다진 마늘     고춧가루     간장     설탕     참기름     통깨     ,무대하무침,기타,1,1,1,1,"['무', '새우', '대하', '파', '마늘', '고춧가루', '간장', '설탕', '참기름', '통깨']"
조기      고사리      양파      홍고추     청고추     다진 마늘       다진 생강     국간장     참기름     통깨       물     ,간편조기찜,찌기,1,1,1,1,"['조기', '고사리', '양파', '홍고추', '청고추', '마늘', '생강', '국간장', '참기름', '통깨']"
표고버섯      다진 쇠고기 등심      양파     대파       다진 마늘        간장     설탕     참기름     말린 청양고추     ,표고버섯쇠고기찜,찌기,1,1,0,1,"['표고버섯', '쇠고기', '등심', '양파', '대파', '마늘', '간장', '설탕', '참기름', '말린', '청양고추']"
돼지고기사태      참나물      양파      파     통마늘     생강     후춧가루      양파      간장     식초     설탕     마늘     고춧가루     올리브유     통깨     ,참나물돼지고기샐러드,기타,1,1,0,1,"['돼지고기사태', '참나물', '양파', '파', '통마늘', '생강', '후춧가루', '양파', '간장', '식초', '설탕', '마늘', '고춧가루', '올리브유', '통깨']"
연근배추샐러드   연근      배추      사과      배      땅콩     호두     현미유     물      홍시드레싱   홍시      호상요구르트       배 식초       소금     ,연근배추홍시샐러드,기타,1,0,1,1,"['연근배추샐러드', '연근', '배추', '사과', '배', '땅콩', '호두', '현미유', '홍시드레싱', '홍시', '호상요구르트', '배', '식초']"
열무김치       실곤약       오이      레몬     양파      계란      당근      통깨   ,열무곤약국수,기타,1,0,1,1,"['열무김치', '실곤약', '오이', '레몬', '양파', '계란', '당근', '통깨']"
장어       우유      뿌리채소조림   우엉      더덕      생강      맛간장      생강청     올리고당      발사믹식초     곁들이김치   명이김치      백김치    ,장어구이,굽기,1,1,1,1,"['장어', '우유', '뿌리채소조림', '우엉', '더덕', '생강', '맛간장', '생강청', '올리고당', '발사믹식초', '곁들이김치', '명이김치', '백김치']"
안심       아스파라거스      당근      감자      호두     소스   망고       블루베리잼      다진마늘      버터      포도주     올리고당      흰후추     볶은소금   ,안심스테이크,굽기,1,1,0,1,"['안심', '아스파라거스', '당근', '감자', '호두', '망고', '블루베리잼', '다진마늘', '버터', '포도주', '올리고당', '흰후추', '볶은소금']"
토마토홀      토마토       다진양파      다진마늘     푸실리      치즈가루      파슬리가루     함초소금    마늘오일     곁들이야채   양파      가지      파프리카      애호박    ,로제파스타,볶기,1,0,1,0,"['토마토홀', '토마토', '다진양파', '다진마늘', '푸실리', '치즈가루', '파슬리가루', '함초소금', '마늘오일', '곁들이야채', '양파', '가지', '파프리카', '애호박']"
가지    개       피망       파프리카       양파       토마토페이스트       애호박      치즈가루      바질잎   ,가지라따뚜이,굽기,1,0,1,1,"['가지', '피망', '파프리카', '양파', '토마토페이스트', '애호박', '치즈가루', '바질잎']"
쪽갈비       올리브오일      통후추     건 로즈마리     와인     곁들이채소   방울토마토      양파      레몬껍질     소스   마요네즈      식초      홀그레인 머스터즈      설탕     다진마늘     백후추   ,쪽갈비구이,굽기,1,1,0,0,"['쪽갈비', '올리브오일', '통후추', '로즈마리', '와인', '곁들이채소', '방울토마토', '양파', '레몬껍질', '마요네즈', '식초', '홀그레인', '머스터즈', '설탕', '다진마늘', '백후추']"
알배추  장        깻잎   장       베이컨     무       숙주       청경재      백일송이     국물   채소국물  컵 표고버섯  다시마  무  마늘  대파뿌리  양파   맛간장     소스   멸치간장      와사비      레몬즙     소스   칠리소스      올리고당      레몬즙    ,베이컨밀푀유,끓이기,1,1,0,1,"['알배추', '깻잎', '베이컨', '무', '숙주', '청경재', '백일송이', '국물', '채소국물', '표고버섯', '다시마', '무', '마늘', '대파뿌리', '양파', '맛간장', '멸치간장', '와사비', '레몬즙', '칠리소스', '올리고당', '레몬즙']"
실곤약       칵테일새우       브로콜리       바질     레몬즙     소스   잣 바질페이소스      마늘오일       드라이토마토    ,실곤약냉파스타,기타,1,0,1,1,"['실곤약', '칵테일새우', '브로콜리', '바질', '레몬즙', '잣', '바질페이소스', '마늘오일', '드라이토마토']"
명란젓      생크림      달걀  개        흰추후     시금치     방울토마토  개        올리브유    ,명란프리타타,굽기,1,1,1,1,"['명란젓', '생크림', '달걀', '흰추후', '시금치', '방울토마토', '올리브유']"
양송이       로즈마리    소   다진 돼기고기       청양고추      후추     다진마늘     달걀      밀가루    소스   홀스레디쉬      레몬즙      후추   ,양송이구이,굽기,1,1,1,1,"['양송이', '로즈마리', '소', '돼기고기', '청양고추', '후추', '다진마늘', '달걀', '밀가루', '홀스레디쉬', '레몬즙', '후추']"
함초      알배추      양파      무       간편 어간장     국물   오렌지주스      유자청      식초      설탕      야채국물     ,함초김치,기타,1,0,1,1,"['함초', '알배추', '양파', '무', '간편', '어간장', '국물', '오렌지주스', '유자청', '식초', '설탕', '야채국물']"
연어       건조다시마 사방       장  잎녹차     브로콜리      호두    귀리      쌀      미소된장     흰후추     화이트와인       생크림     수제조미료      닭육수       버터   ,연어스테이크,굽기,1,0,0,0,"['연어', '건조다시마', '사방', '잎녹차', '브로콜리', '호두', '귀리', '쌀', '미소된장', '흰후추', '화이트와인', '생크림', '수제조미료', '닭육수', '버터']"
닭가슴살       자숙새우       소라살       방울토마토     단호박       대파       가지색 파프리카      양파       흰 후추     레드와인      다진 마늘      올리브오일      통후추    소스   발사믹 식초       설탕      버터    ,웰빙꼬치,굽기,1,1,0,1,"['닭가슴살', '자숙새우', '소라살', '방울토마토', '단호박', '대파', '가지색', '파프리카', '양파', '흰', '후추', '레드와인', '마늘', '올리브오일', '통후추', '발사믹', '식초', '설탕', '버터']"
닭날개       감자      방울토마토       브로콜리     마늘      양파      버터      후추     황설탕    고춧가루     레드와인      멕시코고추   ,매운닭날개구이,굽기,1,1,0,0,"['닭날개', '감자', '방울토마토', '브로콜리', '마늘', '양파', '버터', '후추', '황설탕', '고춧가루', '레드와인', '멕시코고추']"
카레가루      귀리밥       닭가슴살       애호박     감자      양파      방울토마토      마늘       버터      칵테일새우    ,웰빙카레죽,끓이기,1,0,0,1,"['카레가루', '귀리밥', '닭가슴살', '애호박', '감자', '양파', '방울토마토', '마늘', '버터', '칵테일새우']"
닭고기 가슴살       두부       비트      시금치      베이비채소     마늘     참기름       흑임자     플레인요거트      식초       설탕     소금     ,닭가슴살 두부선,찌기,1,1,0,1,"['닭고기', '가슴살', '두부', '비트', '시금치', '베이비채소', '마늘', '참기름', '흑임자', '플레인요거트', '식초', '설탕']"
단호박      마      밀가루     찹쌀가루     건대추     소금     ,단호박 마전,굽기,1,0,1,1,"['단호박', '마', '밀가루', '찹쌀가루', '건대추']"
완두콩      당근      감자      플레인요거트    ,완두콩과 당근을 넣은 감자요거트 샐러드,기타,1,0,1,1,"['완두콩', '당근', '감자', '플레인요거트']"
쌈무        쇠고기       달걀       당근       표고버섯       오이       연겨자        진간장        식초        참기름        깐마늘       설탕       통깨        소금      ,무오색쌈,기타,1,1,0,1,"['쌈무', '쇠고기', '달걀', '당근', '표고버섯', '오이', '연겨자', '진간장', '식초', '참기름', '깐마늘', '설탕', '통깨']"
통마늘      마카다미아     호두     아몬드     캐슈넛     땅콩     대두유     흑마늘진액     간장     물엿      깨   ,흑마늘견과류조림,기타,1,0,1,1,"['통마늘', '마카다미아', '호두', '아몬드', '캐슈넛', '땅콩', '대두유', '흑마늘진액', '간장', '물엿', '깨']"
 반죽재료  쌀가루       타피오카 전분      비트가루      물       르뱅 발효종       소금     올리브유       속재료   고구마      생크림      김치      양파      기름  ,고구마 찰 빵,기타,1,0,1,1,"['반죽재료', '쌀가루', '타피오카', '전분', '비트가루', '르뱅', '발효종', '올리브유', '속재료', '고구마', '생크림', '김치', '양파', '기름']"
 필수재료   브로콜리      아몬드슬라이스     캐슈넛      양념   무염버터      소금     ,브로콜리견과류복음,볶기,1,0,1,1,"['필수재료', '브로콜리', '아몬드슬라이스', '캐슈넛', '무염버터']"
 필수 재료   닭다리살        양상추       그린치커리      라디치오      홍고추      청양고추      대파      무순      마늘      생강      식용유      소스   식초      저염간장      레몬즙      설탕      물      양념   옥수수전분    ,유린기,굽기,1,1,0,1,"['닭다리살', '양상추', '그린치커리', '라디치오', '홍고추', '청양고추', '대파', '무순', '마늘', '생강', '식용유', '식초', '저염간장', '레몬즙', '설탕', '옥수수전분']"
 반죽재료  통밀가루       강력분       전립분      소금      드라이이스트     물        베이킹파우더      속재료  단호박      참깨    ,단호박 호밀빵,기타,1,0,1,0,"['반죽재료', '통밀가루', '강력분', '전립분', '드라이이스트', '베이킹파우더', '속재료', '단호박', '참깨']"
버터      박력분      강력분      미숫가루      베이킹파우더      우유      달걀      개   건크랜베리      호두    ,미숫가루 스콘,기타,1,0,1,0,"['버터', '박력분', '강력분', '미숫가루', '베이킹파우더', '우유', '달걀', '건크랜베리', '호두']"
 반죽재료  강력분       이스트     소금     버터      물         속재료  고구마    개  우유   ,고구마 공갈빵,기타,1,0,1,0,"['반죽재료', '강력분', '이스트', '버터', '속재료', '고구마', '우유']"
 반죽재료 강력분       물        이스트      호밀가루      검은콩가루      올리브유    호두      크랜베리       속재료  불린 검은콩       우유        달걀      개   소금   ,검은콩 크림빵,기타,1,0,1,1,"['반죽재료', '강력분', '이스트', '호밀가루', '검은콩가루', '올리브유', '호두', '크랜베리', '속재료', '검은콩', '우유', '달걀']"
오이        셀러리 줄기       요거트       과일       라임즙      아가베 시럽    ,오이 소르베,기타,1,1,1,1,"['오이', '셀러리', '요거트', '과일', '라임즙', '아가베', '시럽']"
방울토마토        우유        레몬즙       발사믹식초       레몬즙      올리브유     ,리코타치즈 카프레제,기타,1,0,1,1,"['방울토마토', '우유', '레몬즙', '발사믹식초', '레몬즙', '올리브유']"
깻잎  장   양파       방울토마토  개       연두부        두부        다진 마늘       치즈       간장      올리브유       참기름     ,연두부 카프레제,기타,1,1,1,0,"['깻잎', '양파', '방울토마토', '연두부', '두부', '마늘', '치즈', '간장', '올리브유', '참기름']"
연두부       방울토마토    개       스트링치즈       어린잎채소 약간   발사믹식초      사과        사과주스       플레인 요거트     ,연두부 토마토,기타,1,1,1,1,"['연두부', '방울토마토', '스트링치즈', '어린잎채소', '발사믹식초', '사과', '사과주스', '플레인', '요거트']"
   인분   삼겹살        참외 중간 크기  개   영양부추       들깻가루       마늘  쪽   통후추       저염 된장       다진 양파       다진 마늘       참깨       참기름       다진 청고추       다진 홍고추       고춧가루       다진 파       들깻가루       사과즙       견과류     ,들깨삼겹살과 참외쌈장,굽기,1,0,0,0,"['삼겹살', '참외', '중간', '크기', '영양부추', '들깻가루', '마늘', '통후추', '저염', '된장', '양파', '마늘', '참깨', '참기름', '청고추', '홍고추', '고춧가루', '파', '들깻가루', '사과즙', '견과류']"
   인분   양파  개   마늘    쪽   대파  대   다진 돼지고기        두부면  팩        새우  컵   닭육수  컵   청양고추  개   고추장         후춧가루         식초         올리브유        고춧가루     ,돼지고기 포두부 파스타,볶기,1,1,0,0,"['양파', '마늘', '대파', '대', '돼지고기', '두부면', '팩', '새우', '닭육수', '청양고추', '고추장', '후춧가루', '식초', '올리브유', '고춧가루']"
   인분   양파  개   미니 단호박  개   삶은 달걀  개   우유  컵   식빵  장   슬라이스 체더치즈  장   말린 자두  컵   청상추  장   아몬드 슬라이스  컵   화이트와인  컵   꿀       소금         후춧가루 약간 ,단호박 양파잼 샌드위치,기타,1,0,1,0,"['양파', '미니', '단호박', '삶은', '달걀', '우유', '식빵', '슬라이스', '체더치즈', '말린', '자두', '청상추', '아몬드', '슬라이스', '화이트와인', '꿀', '후춧가루']"
 반죽재료  통밀가루      강력분       인스턴트 드라이 이스트     사과종       물        소금     달걀      개   올리브유      시금치 소량  말린 방울토마토    개  속재료  시금치      다진 마늘      볶음 참깨      올리브유     소금 소량  후추 소량  크림치즈     ,시금치크림치즈 빵,기타,1,0,1,0,"['반죽재료', '통밀가루', '강력분', '인스턴트', '드라이', '이스트', '사과종', '달걀', '올리브유', '시금치', '소량', '말린', '방울토마토', '속재료', '시금치', '마늘', '볶음', '참깨', '올리브유', '소량', '후추', '소량', '크림치즈']"
무말랭이      식초      설탕      레몬     당근     오이     피클링스파이스     물     ,무말랭이김치,기타,1,0,1,1,"['무말랭이', '식초', '설탕', '레몬', '당근', '오이', '피클링스파이스']"
 필수 재료   양배추       양파       적파프리카      청피망      마요네즈드레싱   마요네즈      설탕      식초      ,코울슬로샐러드,기타,1,0,1,1,"['양배추', '양파', '적파프리카', '청피망', '마요네즈드레싱', '마요네즈', '설탕', '식초']"
건미역     마      깐들깨가루      건다시마     참기름       마늘       물      ,마들깨미역국,끓이기,1,0,1,1,"['건미역', '마', '깐들깨가루', '건다시마', '참기름', '마늘']"
 필수재료   바지락       팽이버섯       홍고추      쑥갓      육수   다시마      청양고추      무       대파      물      ,바지락맑은국,끓이기,1,1,1,1,"['필수재료', '바지락', '팽이버섯', '홍고추', '쑥갓', '육수', '다시마', '청양고추', '무', '대파']"
 필수 재료   통배추       쪽파      마늘      생강        양념   소금        홍시      고춧가루      젓갈      통깨      참기름      ,통배추 겉절이,기타,1,0,1,1,"['통배추', '쪽파', '마늘', '생강', '홍시', '고춧가루', '젓갈', '통깨', '참기름']"
 필수재료   감자        양파       우유       시판 크루통      파슬리가루      양념   버터      소금        후춧가루      ,포니언 스프,끓이기,1,0,1,1,"['필수재료', '감자', '양파', '우유', '시판', '크루통', '파슬리가루', '버터', '후춧가루']"
돼지고기       두부       아삭이고추       가지       식용유         소금        후춧가루        간장       올리고당       식초       전분       튀김가루     ,가지 탕수육,튀기기,1,0,0,0,"['돼지고기', '두부', '아삭이고추', '가지', '식용유', '후춧가루', '간장', '올리고당', '식초', '전분', '튀김가루']"
   인분   토마토  개   참외  개   오이  개   양파  개   마늘  쪽   애호박  개   바질잎  장   블랙올리브 파우더 약간   레몬즙       올리브유       소금         페페론치노         저염 간장         식초       꿀     ,토마토소스 애호박냉파스타,기타,1,0,1,1,"['토마토', '참외', '오이', '양파', '마늘', '애호박', '바질잎', '블랙올리브', '파우더', '레몬즙', '올리브유', '페페론치노', '저염', '간장', '식초', '꿀']"
   인분   김치  포기   오이  개   파프리카 노랑  빨강 각  개   깻잎  장   새우  마리   달걀물  개 분량   무순  줌   크래미  줄   식용유       ,새우채소 김치롤,기타,1,1,1,1,"['김치', '포기', '오이', '파프리카', '노랑', '빨강', '각', '깻잎', '새우', '달걀물', '분량', '무순', '크래미', '줄', '식용유']"
토마토        무      당근      마늘      양파      연어        메밀면       월계수잎      소금    ,토마토채소스프와 연어소바찜,찌기,1,1,1,1,"['토마토', '무', '당근', '마늘', '양파', '연어', '메밀면', '월계수잎']"
참나물       무       레몬  개   설탕       사과식초       물       사과식초       마늘  쪽   홍고추  개   사과  개 ,참나물무말이 물김치,기타,1,0,1,1,"['참나물', '무', '레몬', '설탕', '사과식초', '사과식초', '마늘', '홍고추', '사과']"
소고기      무      파     느타리버섯     숙주     저염간장      물     ,소고기 무국,끓이기,1,1,0,1,"['소고기', '무', '파', '느타리버섯', '숙주', '저염간장']"
 필수 재료   락교       쪽파      마늘        양념장   고춧가루        설탕        참기름        참깨      ,매운락교무침,기타,1,0,1,1,"['락교', '쪽파', '마늘', '고춧가루', '설탕', '참기름', '참깨']"
쌀      현미      현미찹쌀     애호박      새송이버섯      우엉      적파프리카      황파프리카      주황파프리카      식초       설탕     파래김     미향     레몬       건다시마     ,채소초밥,기타,1,0,1,0,"['쌀', '현미', '현미찹쌀', '애호박', '새송이버섯', '우엉', '적파프리카', '황파프리카', '주황파프리카', '식초', '설탕', '파래김', '미향', '레몬', '건다시마']"
꽃게       바지락     조선무        깐양파     애호박       두절콩나물       국멸치       건다시마       깐대파     국간장       고춧가루       된장       고추장       물      ,꽃게바지락찌개,끓이기,1,1,1,1,"['꽃게', '바지락', '조선무', '깐양파', '애호박', '두절콩나물', '국멸치', '건다시마', '깐대파', '국간장', '고춧가루', '된장', '고추장']"
물        다시마     양파      새뱅이      밀가루      호박      무      청양고추     파     마늘     쑥갓     고춧가루     고추장     소금     간장   ,새뱅이찌개,끓이기,1,0,1,1,"['다시마', '양파', '새뱅이', '밀가루', '호박', '무', '청양고추', '파', '마늘', '쑥갓', '고춧가루', '고추장', '간장']"
 필수 재료   건미역      황태      육수   황태머리      다시마      표고버섯      대파      물        양념   참기름      다진마늘      저염국간장    ,황태미역국,끓이기,1,1,1,1,"['건미역', '황태', '육수', '황태머리', '다시마', '표고버섯', '대파', '참기름', '다진마늘', '저염국간장']"
닭고기       가지      매실엑기스     파      마늘    대두유     간장     식초     미림     올리고당     참기름   ,매실입은가지닭볶음탕,볶기,1,1,0,1,"['닭고기', '가지', '매실엑기스', '파', '마늘', '대두유', '간장', '식초', '미림', '올리고당', '참기름']"
 반죽재료  강력분       인스턴트 이스트     소금     달걀      개   우유       포도씨유       속재료  홍시         레몬즙   ,홍시잼 식빵,기타,1,0,1,1,"['반죽재료', '강력분', '인스턴트', '이스트', '달걀', '우유', '포도씨유', '속재료', '홍시', '레몬즙']"
 반죽재료  강력분       날콩가루      따뜻한 우유        이스트     달걀  개  코코넛 오일      소금      비스킷재료  박력 쌀가루       볶은 콩가루      베이킹파우더     달걀  개  버터       속재료  고구마       우유      크랜베리       아몬드    ,콩가루 소보로,기타,1,0,1,0,"['반죽재료', '강력분', '날콩가루', '따뜻한', '우유', '이스트', '달걀', '코코넛', '오일', '비스킷재료', '박력', '쌀가루', '볶은', '콩가루', '베이킹파우더', '달걀', '버터', '속재료', '고구마', '우유', '크랜베리', '아몬드']"
냉동 곤약        채 썬 양파       납작 썬 마늘       채소 육수        아몬드        땅콩        통밀가루       미림       간장      간 마늘       토마토 페이스트       간장       설탕      발사믹식초      식용유    ,곤약 가스,굽기,1,0,1,0,"['냉동', '곤약', '채', '썬', '양파', '납작', '썬', '마늘', '채소', '육수', '아몬드', '땅콩', '통밀가루', '미림', '간장', '간', '마늘', '토마토', '페이스트', '간장', '설탕', '발사믹식초', '식용유']"
   인분   양파       관자        새우  마리   모시조개  개   청양고추  개   두부        우유  컵   생크림  컵   후춧가루 약간   다진 마늘         바질  장   그라나파다노 치즈     ,두부크림 관자뇨키,끓이기,1,1,1,0,"['양파', '관자', '새우', '모시조개', '청양고추', '두부', '우유', '생크림', '후춧가루', '마늘', '바질', '그라나파다노', '치즈']"
토마토      마늘     양파      꿀      식초      도라지      시금치      고사리      고추장      소금     참기름   ,"삼색나물, 토마토양념장",기타,1,0,1,1,"['토마토', '마늘', '양파', '꿀', '식초', '도라지', '시금치', '고사리', '고추장', '참기름']"
강력분       소금     드라이이스트      버터      식용유     당근      참나물      연근      견과류      물      ,삼색 브레드 스틱,기타,1,0,1,0,"['강력분', '드라이이스트', '버터', '식용유', '당근', '참나물', '연근', '견과류']"
양배추  장   시금치       오이       당근       고춧가루      간장      사과식초      사과즙    ,양배추말이 김치,기타,1,0,1,1,"['양배추', '시금치', '오이', '당근', '고춧가루', '간장', '사과식초', '사과즙']"
